,lane_deviation_con,lane_deviation_high,sem_deviation_con,sem_deviation_high
0,0.16553247588895714,0.22618893372940138,,
1,0.27557260816891643,0.3737228379328327,,
2,0.2850694747329189,0.368491982926577,,
3,0.31603974138032226,0.37445784066404625,,
4,0.3274006186305055,0.41669859555289046,,
